Name,Team,W,L,QS,ERA,G,GS,SV,HLD,BS,IP,H,R,ER,HR,BB,IBB,HBP,SO,K/9,BB/9,K/BB,HR/9,K%,AVG,WHIP,BABIP,LOB%,GB%,HR/FB,FIP,WAR,RA9-WAR,ADP,FPTS,FPTS/IP,SPTS,SPTS/IP,P10,P20,P30,P40,P50,P60,P70,P80,P90,TT10,TT20,TT30,TT40,TT50,TT60,TT70,TT80,TT90,NameASCII,PlayerId,MLBAMID
Kaleb Ort,HOU,1,1,0,4.42,18,0,0,1,,18,17,9,9,3,8,1,1,18,9.25,4.13,2.24,1.34,0.24,0.239,1.38,0.29,0.73,0.36,,4.51,-0.03,0.03,999.00,65.10000000000001,3.616666666666667,64.00,3.5555555555555554,8.20,6.43,5.40,4.65,4.05,3.52,3.03,2.55,2.00,5.51,5.20,5.00,4.83,4.67,4.52,4.37,4.19,3.96,Kaleb Ort,20061.00,672391.00
Eric Reyzelman,NYY,1,1,0,4.73,18,0,0,1,,18,17,10,9,3,11,0,1,17,8.47,5.42,1.56,1.27,0.21,0.244,1.55,0.29,0.73,0.40,,5.03,-0.12,-0.10,999.00,54.10000000000001,3.005555555555556,53.00,2.9444444444444446,8.70,6.89,5.82,5.04,4.41,3.85,3.34,2.82,2.23,5.98,5.64,5.40,5.20,5.03,4.86,4.68,4.48,4.22,Eric Reyzelman,sa3020611,801432.00
Yoniel Curet,PHI,1,1,1,4.72,10,2,0,1,,17,16,10,9,3,9,0,1,16,8.21,4.59,1.79,1.33,0.21,0.246,1.46,0.29,0.72,0.40,,4.97,0.01,0.01,999.00,53.300000000000004,3.1352941176470592,52.00,3.0588235294117645,9.75,7.14,5.70,4.71,3.94,3.29,2.72,2.17,1.59,5.87,5.56,5.35,5.18,5.02,4.87,4.71,4.53,4.30,Yoniel Curet,sa3015446,692414.00
Ronel Blanco,HOU,1,1,1,4.11,10,2,0,1,,17,16,8,8,2,7,0,1,18,9.42,3.43,2.75,1.29,0.25,0.238,1.29,0.29,0.74,0.38,,4.13,0.16,0.17,999.00,75.60000000000002,4.447058823529413,75.00,4.411764705882353,8.71,6.25,4.91,4.00,3.31,2.73,2.22,1.75,1.26,5.09,4.83,4.65,4.51,4.37,4.25,4.11,3.96,3.76,Ronel Blanco,19407.00,669854.00
Chayce McDermott,BAL,1,1,1,4.72,10,2,0,1,,17,16,10,9,3,9,0,1,16,8.53,4.61,1.85,1.35,0.21,0.248,1.47,0.29,0.72,0.39,,4.86,0.01,-0.05,999.00,53.300000000000004,3.1352941176470592,52.00,3.0588235294117645,9.75,7.13,5.69,4.69,3.92,3.28,2.70,2.16,1.58,5.81,5.52,5.33,5.16,5.01,4.87,4.72,4.55,4.33,Chayce McDermott,29866.00,694646.00
Manuel Rodríguez,TBR,1,1,0,3.84,16,0,0,1,,16,16,7,7,2,5,0,1,15,8.32,3.08,2.70,0.98,0.22,0.251,1.31,0.30,0.73,0.50,,3.88,0.13,0.13,742.1900024414062,68.20000000000002,4.262500000000001,70.00,4.38,7.64,5.83,4.80,4.06,3.48,2.98,2.52,2.08,1.59,4.97,4.67,4.47,4.31,4.16,4.02,3.87,3.70,3.48,Manuel Rodriguez,20794.00,655889.00
Peyton Gray,TEX,1,1,0,4.06,16,0,0,1,,16,15,8,7,2,6,0,1,15,8.54,3.39,2.52,1.15,0.22,0.246,1.33,0.29,0.73,0.42,,4.14,0.06,0.02,999.00,67.80000000000001,4.237500000000001,67.00,4.19,7.91,6.07,5.01,4.26,3.66,3.14,2.67,2.20,1.69,5.23,4.90,4.68,4.50,4.34,4.18,4.02,3.84,3.60,Peyton Gray,sa3008046,682608.00
Domingo Gonzalez,SEA,1,1,0,4.16,16,0,0,1,,16,15,8,7,2,7,0,1,15,8.27,3.85,2.15,1.19,0.21,0.240,1.35,0.28,0.73,0.40,,4.46,-0.06,-0.04,999.00,64.80000000000001,4.050000000000001,64.00,4.00,8.04,6.19,5.13,4.37,3.76,3.23,2.75,2.28,1.76,5.28,4.97,4.77,4.60,4.44,4.29,4.14,3.97,3.74,Domingo Gonzalez,sa3007495,682445.00
Blake Walston,ARI,1,1,0,4.33,16,0,0,1,,16,16,8,8,2,6,0,1,14,7.72,3.57,2.16,1.12,0.20,0.257,1.40,0.30,0.72,0.42,,4.39,-0.03,0.05,999.00,63.20000000000001,3.9500000000000006,65.00,4.06,8.30,6.43,5.35,4.57,3.94,3.40,2.91,2.42,1.87,5.45,5.15,4.95,4.78,4.63,4.48,4.33,4.16,3.93,Blake Walston,26270.00,686796.00
Justin Bruihl,CLE,1,1,0,3.94,16,0,0,1,,16,16,8,7,2,6,1,1,14,7.87,3.57,2.21,0.98,0.20,0.252,1.37,0.30,0.73,0.48,,4.17,0.02,0.01,999.00,63.20000000000001,3.9500000000000006,65.00,4.06,7.77,5.95,4.91,4.17,3.57,3.07,2.60,2.15,1.64,5.06,4.77,4.57,4.40,4.26,4.11,3.97,3.80,3.58,Justin Bruihl,23779.00,677865.00
George Soriano,BAL,1,1,0,4.39,16,0,0,1,,16,16,8,8,2,7,0,1,15,8.22,3.68,2.23,1.24,0.21,0.254,1.40,0.30,0.72,0.44,,4.48,-0.03,0.01,999.00,62.20000000000001,3.8875000000000006,64.00,4.00,8.37,6.50,5.41,4.63,4.00,3.46,2.96,2.46,1.91,5.48,5.19,5.00,4.83,4.69,4.55,4.40,4.23,4.01,George Soriano,21863.00,666277.00
Tanner Rainey,DET,1,1,0,4.48,16,0,0,1,,16,15,8,8,2,8,0,1,15,8.52,4.40,1.93,1.27,0.22,0.241,1.42,0.28,0.73,0.34,,4.67,-0.05,0.02,999.00,61.80000000000001,3.8625000000000007,61.00,3.81,8.45,6.56,5.47,4.68,4.05,3.50,3.00,2.50,1.94,5.59,5.28,5.07,4.89,4.73,4.58,4.42,4.24,4.01,Tanner Rainey,17610.00,663432.00
Collin Snider,CHC,1,1,0,4.34,16,0,0,1,,16,16,8,8,2,6,0,1,13,7.32,3.24,2.26,1.23,0.19,0.257,1.37,0.29,0.72,0.43,,4.49,0.01,0.03,999.00,61.20000000000001,3.8250000000000006,63.00,3.94,8.32,6.45,5.37,4.59,3.96,3.42,2.92,2.43,1.89,5.46,5.16,4.96,4.80,4.65,4.50,4.35,4.18,3.96,Collin Snider,23307.00,676092.00
Christian MacLeod,MIN,1,1,0,4.35,16,0,0,1,,16,16,8,8,2,7,0,1,14,7.82,3.99,1.96,1.17,0.20,0.252,1.42,0.29,0.73,0.40,,4.55,-0.03,0.03,999.00,60.20000000000001,3.7625000000000006,62.00,3.88,8.31,6.44,5.36,4.58,3.96,3.42,2.92,2.43,1.88,5.45,5.16,4.96,4.79,4.64,4.50,4.35,4.18,3.96,Christian MacLeod,sa3018005,681306.00
Sam Benschoter,CIN,1,1,0,4.61,16,0,0,1,,16,17,9,8,2,6,0,1,13,7.24,3.12,2.32,1.36,0.18,0.264,1.39,0.30,0.71,0.44,,4.68,-0.01,-0.01,999.00,58.60000000000001,3.6625000000000005,63.00,3.94,8.68,6.78,5.68,4.88,4.23,3.67,3.15,2.64,2.06,5.71,5.42,5.23,5.06,4.92,4.77,4.62,4.46,4.23,Sam Benschoter,sa3017639,680397.00
Francis Pena,SDP,1,1,0,4.23,16,0,0,1,,16,16,8,8,2,7,0,1,13,7.08,4.01,1.77,1.03,0.18,0.257,1.44,0.30,0.73,0.49,,4.51,-0.03,0.02,999.00,58.20000000000001,3.6375000000000006,60.00,3.75,8.22,6.35,5.28,4.50,3.88,3.35,2.85,2.37,1.83,5.43,5.12,4.90,4.72,4.56,4.41,4.25,4.07,3.84,Francis Pena,sa3019374,800212.00
Ben Peoples,CHW,1,1,0,4.73,16,0,0,1,,16,16,9,8,2,7,0,1,13,7.48,4.13,1.81,1.40,0.19,0.254,1.45,0.29,0.72,0.38,,5.00,-0.07,-0.07,999.00,58.20000000000001,3.6375000000000006,60.00,3.75,8.83,6.92,5.80,4.98,4.33,3.76,3.23,2.71,2.12,5.90,5.58,5.36,5.18,5.01,4.85,4.69,4.50,4.26,Ben Peoples,sa3011784,687239.00
Josh Ekness,MIA,1,1,0,4.52,16,0,0,1,,16,16,9,8,2,8,0,1,14,7.78,4.27,1.82,1.14,0.20,0.253,1.46,0.30,0.72,0.43,,4.67,-0.05,-0.04,999.00,57.20000000000001,3.5750000000000006,59.00,3.69,8.59,6.69,5.58,4.78,4.14,3.59,3.07,2.57,2.00,5.73,5.40,5.18,4.99,4.83,4.66,4.50,4.31,4.06,Josh Ekness,sa3023204,694795.00
Miguel Ullola,HOU,1,1,0,4.18,16,0,0,1,,16,14,8,7,2,8,0,1,17,9.63,4.62,2.08,1.20,0.25,0.229,1.38,0.28,0.74,0.38,,4.42,0.00,0.02,999.00,68.40,4.28,65.00,4.06,8.03,6.19,5.13,4.37,3.76,3.24,2.76,2.29,1.76,5.18,4.92,4.74,4.59,4.45,4.32,4.18,4.03,3.82,Miguel Ullola,sa3016504,699044.00
K.C. Hunt,MIL,1,1,0,3.91,14,0,0,1,,14,13,7,6,2,4,0,0,13,8.31,2.79,2.98,1.18,0.22,0.245,1.26,0.29,0.73,0.42,,4.02,0.06,0.03,999.00,63.20000000000003,4.514285714285717,62.00,4.428571428571429,7.84,5.91,4.81,4.04,3.44,2.92,2.45,2.00,1.51,4.96,4.68,4.49,4.33,4.19,4.05,3.91,3.75,3.54,K.C. Hunt,sa3022937,687268.00
James Karinchak,ATL,1,1,0,4.43,14,0,0,1,,14,13,7,7,2,7,0,1,16,9.99,4.66,2.14,1.24,0.25,0.234,1.41,0.29,0.73,0.34,,4.39,-0.01,0.04,999.00,57.20000000000003,4.085714285714288,56.00,4.00,8.56,6.54,5.39,4.57,3.91,3.35,2.84,2.34,1.79,5.55,5.23,5.01,4.84,4.67,4.52,4.36,4.18,3.94,James Karinchak,20151.00,675916.00
Osvaldo Bido,TBR,1,1,0,4.35,14,0,0,1,,14,13,7,7,2,5,0,1,13,8.61,3.04,2.83,1.40,0.22,0.246,1.29,0.29,0.72,0.35,,4.43,0.04,0.02,737.8099975585938,57.20000000000003,4.085714285714288,56.00,4.00,8.42,6.43,5.29,4.48,3.84,3.28,2.78,2.29,1.75,5.32,5.06,4.88,4.73,4.60,4.47,4.33,4.18,3.98,Osvaldo Bido,23150.00,674370.00
Jeff Criswell,COL,1,1,0,4.84,14,0,0,1,,14,14,8,8,2,5,0,1,13,8.34,3.53,2.36,1.42,0.21,0.262,1.42,0.31,0.71,0.39,,4.63,0.00,0.04,999.00,54.60000000000003,3.900000000000002,56.00,4.00,9.17,7.10,5.91,5.05,4.36,3.76,3.21,2.67,2.07,5.99,5.68,5.46,5.28,5.12,4.96,4.80,4.61,4.37,Jeff Criswell,27608.00,676105.00
Hayden Durke,ARI,1,1,0,4.49,14,0,0,1,,14,13,8,7,2,8,0,1,14,8.72,5.43,1.61,0.97,0.22,0.247,1.55,0.30,0.72,0.45,,4.56,-0.06,-0.05,999.00,50.20000000000003,3.585714285714288,49.00,3.50,8.76,6.72,5.55,4.72,4.05,3.48,2.95,2.44,1.87,5.74,5.40,5.17,4.98,4.81,4.64,4.47,4.28,4.03,Hayden Durke,sa3022733,694492.00
Zach Brzykcy,MIA,1,1,0,4.74,14,0,0,1,,14,14,8,7,2,7,0,1,13,8.13,4.42,1.84,1.31,0.20,0.252,1.47,0.29,0.72,0.37,,4.81,-0.08,-0.05,999.00,48.60000000000003,3.4714285714285738,50.00,3.5714285714285716,9.05,6.98,5.79,4.94,4.26,3.67,3.13,2.59,2.00,5.95,5.61,5.38,5.19,5.02,4.85,4.68,4.48,4.23,Zach Brzykcy,27783.00,694350.00
Jake Bloss,TOR,1,1,0,4.39,14,0,0,1,,14,14,7,7,2,5,0,0,12,7.96,3.24,2.45,1.32,0.20,0.252,1.35,0.29,0.72,0.39,,4.45,-0.01,0.01,999.00,55.60,3.9714285714285715,57.00,4.071428571428571,8.77,6.59,5.36,4.50,3.81,3.24,2.71,2.21,1.66,5.54,5.23,5.01,4.83,4.67,4.51,4.35,4.17,3.93,Jake Bloss,33168.00,814005.00
Connor Noland,CHC,1,1,0,4.06,14,0,0,1,,14,14,7,6,2,4,0,0,10,6.71,2.58,2.60,1.10,0.18,0.263,1.32,0.30,0.72,0.48,,4.19,0.02,0.03,999.00,54.60,3.90,56.00,4.00,8.11,6.15,5.04,4.25,3.63,3.09,2.61,2.14,1.62,5.09,4.84,4.67,4.52,4.39,4.26,4.13,3.98,3.78,Connor Noland,sa3020834,690939.00
Brandon Waddell,NYM,1,1,0,3.90,14,0,0,1,,14,14,7,6,2,4,0,1,11,7.29,2.56,2.85,1.11,0.19,0.255,1.28,0.29,0.73,0.44,,4.13,0.02,0.01,999.00,53.60,3.8285714285714287,55.00,3.9285714285714284,7.84,5.91,4.82,4.05,3.44,2.93,2.46,2.01,1.51,4.91,4.66,4.48,4.33,4.20,4.07,3.94,3.79,3.59,Brandon Waddell,18347.00,663399.00
Kevin Abel,CIN,1,1,0,4.62,14,0,0,1,,14,14,8,7,2,6,0,1,12,7.62,3.97,1.92,1.28,0.19,0.259,1.46,0.30,0.72,0.45,,4.76,-0.02,-0.02,999.00,49.60,3.542857142857143,51.00,3.642857142857143,8.91,6.87,5.69,4.85,4.18,3.60,3.06,2.54,1.96,5.73,5.44,5.25,5.09,4.94,4.80,4.65,4.48,4.26,Kevin Abel,sa3017879,674265.00
Scott Effross,DET,1,1,0,4.29,14,0,0,1,,14,15,7,7,2,5,0,0,10,6.15,3.05,2.02,1.03,0.16,0.270,1.41,0.30,0.71,0.49,,4.38,0.00,0.02,999.00,49.00,3.50,53.00,3.7857142857142856,7.34,6.12,5.37,4.80,4.32,3.89,3.48,3.05,2.54,5.54,5.22,5.00,4.83,4.66,4.51,4.35,4.17,3.93,Scott Effross,18384.00,664123.00
Tyler Davis,CHW,1,1,0,4.80,14,0,0,1,,14,14,8,7,2,7,0,1,12,7.65,4.39,1.74,1.41,0.19,0.253,1.48,0.29,0.72,0.38,,5.06,-0.07,-0.07,999.00,46.60,3.3285714285714287,48.00,3.4285714285714284,9.14,7.06,5.87,5.01,4.32,3.72,3.18,2.64,2.04,6.03,5.69,5.45,5.25,5.08,4.91,4.73,4.53,4.27,Tyler Davis,sa3024515,699823.00
Joe La Sorsa,PIT,1,1,0,4.73,14,0,0,1,,14,15,8,7,2,5,0,1,9,6.02,3.42,1.76,1.22,0.15,0.273,1.47,0.30,0.71,0.42,,4.85,-0.09,-0.04,999.00,44.00,3.142857142857143,48.00,3.4285714285714284,9.06,7.00,5.82,4.96,4.28,3.69,3.15,2.61,2.02,5.89,5.59,5.38,5.20,5.04,4.89,4.73,4.55,4.31,Joe La Sorsa,25481.00,686747.00
Jake Miller,CLE,1,1,0,4.62,14,0,0,1,,14,15,8,7,2,6,0,1,10,6.71,3.57,1.88,1.26,0.17,0.264,1.44,0.29,0.71,0.44,,4.78,-0.07,-0.10,999.00,43.00,3.0714285714285716,47.00,3.357142857142857,8.93,6.88,5.70,4.85,4.17,3.59,3.06,2.53,1.95,5.85,5.52,5.29,5.10,4.93,4.77,4.60,4.41,4.16,Jake Miller,sa3018171,681313.00
Daniel Harper,PHI,1,1,0,5.10,13,0,0,1,,13,14,8,7,2,6,0,0,10,7.11,4.25,1.67,1.49,0.18,0.263,1.51,0.29,0.71,0.38,,5.23,-0.11,-0.10,999.00,41.199999999999996,3.169230769230769,45.00,3.4615384615384617,9.68,7.49,6.22,5.31,4.58,3.95,3.38,2.81,2.17,6.37,6.01,5.77,5.57,5.39,5.21,5.03,4.83,4.56,Daniel Harper,sa3020316,679702.00
Nate Lavender,NYM,1,1,0,3.82,12,0,0,1,,12,10,5,5,1,5,0,1,13,9.50,3.98,2.39,1.12,0.25,0.230,1.32,0.29,0.75,0.38,,4.11,0.03,0.12,999.00,62.500000000000014,5.208333333333335,59.00,4.916666666666667,7.89,5.81,4.66,3.86,3.24,2.72,2.25,1.81,1.33,4.97,4.64,4.42,4.24,4.08,3.92,3.76,3.58,3.34,Nate Lavender,sa3017917,681320.00
Taylor Rashi,ARI,1,1,0,4.18,12,0,0,1,,12,12,6,6,1,5,0,0,11,8.31,3.75,2.22,1.03,0.21,0.251,1.39,0.30,0.72,0.44,,4.13,0.02,0.04,999.00,56.30000000000001,4.691666666666667,58.00,4.833333333333333,8.48,6.33,5.13,4.29,3.63,3.07,2.56,2.08,1.55,5.30,5.00,4.80,4.63,4.48,4.33,4.18,4.01,3.78,Taylor Rashi,26344.00,688497.00
Jake Miller,DET,1,1,0,4.06,12,0,0,1,,12,12,6,5,1,4,0,1,10,7.51,3.12,2.40,1.12,0.19,0.252,1.33,0.29,0.73,0.42,,4.26,0.02,0.01,999.00,54.30000000000001,4.525000000000001,56.00,4.666666666666667,8.09,6.12,5.00,4.21,3.59,3.06,2.57,2.10,1.59,5.23,4.90,4.68,4.50,4.34,4.19,4.03,3.85,3.61,Jake Miller,sa3020408,805725.00
Jhancarlos Lara,ATL,1,1,0,3.98,12,0,0,1,,12,11,6,5,1,7,0,1,13,9.87,5.24,1.88,0.87,0.25,0.233,1.46,0.30,0.74,0.48,,4.12,0.02,0.04,999.00,53.90000000000001,4.491666666666668,53.00,4.416666666666667,8.20,6.09,4.91,4.09,3.45,2.90,2.42,1.95,1.45,5.08,4.80,4.60,4.44,4.29,4.15,4.01,3.84,3.63,Jhancarlos Lara,sa3019367,702910.00
Blas Castaño,SEA,1,1,0,4.10,12,0,0,1,,12,12,6,5,1,4,0,1,9,6.74,2.74,2.46,1.12,0.17,0.258,1.32,0.29,0.72,0.46,,4.36,-0.04,-0.03,999.00,52.30000000000001,4.358333333333334,54.00,4.50,8.37,6.25,5.06,4.23,3.57,3.02,2.52,2.04,1.52,5.14,4.88,4.70,4.56,4.42,4.29,4.16,4.01,3.81,Blas Castano,26117.00,680604.00
Dale Stanavich,MIA,1,1,0,4.40,12,0,0,1,,12,12,6,6,1,7,0,1,11,7.89,5.12,1.54,1.01,0.20,0.251,1.54,0.30,0.73,0.46,,4.69,-0.04,0.04,999.00,47.30000000000001,3.9416666666666678,49.00,4.083333333333333,8.85,6.66,5.43,4.56,3.87,3.29,2.76,2.25,1.69,5.60,5.28,5.06,4.89,4.72,4.57,4.41,4.22,3.98,Dale Stanavich,sa3019833,689359.00
Paxton Schultz,TOR,1,1,0,4.29,12,0,0,1,,12,12,6,6,2,4,0,0,11,8.43,3.18,2.65,1.35,0.22,0.246,1.32,0.29,0.73,0.37,,4.38,0.02,0.01,999.00,47.000000000000014,3.916666666666668,48.00,4.00,7.70,6.17,5.26,4.59,4.04,3.56,3.10,2.65,2.12,5.33,5.05,4.85,4.70,4.55,4.41,4.27,4.11,3.89,Paxton Schultz,25501.00,687606.00
Ken Waldichuk,ATH,1,1,0,4.20,12,0,0,1,,12,11,6,6,2,5,0,1,12,8.96,3.84,2.34,1.25,0.23,0.243,1.36,0.29,0.74,0.38,,4.37,0.02,0.04,999.00,45.600000000000016,3.800000000000001,44.00,3.6666666666666665,8.46,6.32,5.12,4.28,3.62,3.06,2.55,2.07,1.55,5.26,4.97,4.78,4.61,4.47,4.33,4.18,4.02,3.80,Ken Waldichuk,27681.00,686610.00
Ronan Kopp,LAD,1,1,0,4.21,12,0,0,1,,12,10,6,6,2,8,0,0,13,9.69,5.64,1.72,1.13,0.24,0.231,1.49,0.29,0.75,0.42,,4.62,-0.01,0.04,999.00,44.20000000000002,3.683333333333335,40.00,3.3333333333333335,8.53,6.38,5.17,4.33,3.66,3.10,2.59,2.10,1.57,5.35,5.05,4.84,4.67,4.51,4.36,4.21,4.03,3.80,Ronan Kopp,sa3017751,691947.00
Trevor Kuncl,CIN,1,1,0,4.46,12,0,0,1,,12,12,6,6,2,5,0,0,11,7.95,3.68,2.16,1.26,0.20,0.257,1.41,0.30,0.72,0.45,,4.54,0.01,0.06,999.00,44.000000000000014,3.666666666666668,45.00,3.75,8.92,6.72,5.48,4.60,3.91,3.32,2.79,2.27,1.71,5.73,5.37,5.13,4.94,4.76,4.59,4.41,4.22,3.96,Trevor Kuncl,sa3066360,805321.00
Jose Espada,BAL,1,1,0,4.49,12,0,0,1,,12,12,6,6,2,5,0,0,11,8.61,4.10,2.10,1.31,0.22,0.248,1.42,0.29,0.73,0.38,,4.58,0.00,0.01,999.00,44.000000000000014,3.666666666666668,45.00,3.75,8.90,6.71,5.47,4.59,3.90,3.32,2.79,2.27,1.71,5.63,5.31,5.10,4.92,4.76,4.60,4.44,4.26,4.02,Jose Espada,21131.00,664744.00
Josh Stephan,TEX,1,1,0,4.29,12,0,0,1,,12,12,6,6,2,3,0,1,9,6.99,2.54,2.75,1.27,0.18,0.260,1.31,0.29,0.72,0.42,,4.41,0.01,0.01,999.00,43.000000000000014,3.5833333333333344,44.00,3.6666666666666665,8.63,6.47,5.26,4.40,3.73,3.16,2.64,2.15,1.61,5.39,5.10,4.90,4.73,4.58,4.44,4.29,4.12,3.90,Josh Stephan,sa3015286,695776.00
Will Childers,MIL,1,1,0,4.65,12,0,0,1,,12,12,7,6,2,5,0,0,10,7.28,4.12,1.77,1.27,0.18,0.258,1.47,0.29,0.72,0.42,,4.84,-0.06,-0.07,999.00,42.000000000000014,3.5000000000000013,43.00,3.5833333333333335,9.19,6.96,5.70,4.81,4.10,3.50,2.95,2.41,1.83,5.85,5.52,5.30,5.12,4.96,4.80,4.63,4.45,4.20,Will Childers,sa3021720,682999.00
Ky Bush,CHW,1,1,0,4.43,12,0,0,1,,12,12,6,6,2,5,0,0,10,7.35,4.03,1.83,1.24,0.19,0.256,1.45,0.29,0.73,0.42,,4.76,-0.02,0.03,999.00,42.000000000000014,3.5000000000000013,43.00,3.5833333333333335,8.85,6.66,5.43,4.56,3.87,3.29,2.76,2.25,1.69,5.59,5.27,5.06,4.89,4.73,4.57,4.41,4.24,4.00,Ky Bush,29823.00,681066.00
Jackson Wolf,SDP,1,1,0,4.03,12,0,0,1,,12,12,6,5,2,4,0,1,10,7.65,2.92,2.62,1.25,0.20,0.249,1.29,0.29,0.74,0.40,,4.34,0.00,0.01,999.00,42.000000000000014,3.5000000000000013,43.00,3.5833333333333335,8.20,6.10,4.92,4.10,3.46,2.92,2.43,1.96,1.46,5.01,4.76,4.58,4.44,4.31,4.18,4.05,3.91,3.71,Jackson Wolf,29832.00,680232.00
Harrison Cohen,NYY,1,1,0,4.55,12,0,0,1,,12,12,7,6,2,6,0,1,11,7.99,4.32,1.85,1.27,0.20,0.250,1.46,0.29,0.73,0.42,,4.77,-0.04,-0.10,999.00,38.000000000000014,3.166666666666668,39.00,3.25,9.03,6.82,5.57,4.69,3.99,3.39,2.85,2.33,1.76,5.76,5.42,5.20,5.01,4.84,4.68,4.51,4.32,4.07,Harrison Cohen,sa3020811,694660.00
Marquis Grissom Jr.,WSN,1,1,0,4.77,12,0,0,1,,12,12,7,6,2,5,0,1,9,7.09,3.92,1.81,1.39,0.18,0.257,1.44,0.29,0.71,0.37,,5.00,-0.07,-0.06,999.00,37.000000000000014,3.0833333333333344,38.00,3.1666666666666665,9.32,7.09,5.81,4.91,4.19,3.58,3.02,2.48,1.88,5.97,5.64,5.41,5.22,5.05,4.88,4.71,4.52,4.27,Marquis Grissom Jr.,sa3020312,671726.00
Collin Baumgartner,COL,1,1,0,5.23,12,0,0,1,,12,13,7,7,2,6,0,1,10,7.87,4.17,1.89,1.47,0.20,0.268,1.53,0.31,0.70,0.39,,5.03,-0.05,0.02,999.00,33.40000000000002,2.783333333333335,37.00,3.0833333333333335,9.97,7.68,6.36,5.41,4.66,4.01,3.41,2.82,2.17,6.48,6.13,5.89,5.69,5.51,5.34,5.16,4.96,4.69,Collin Baumgartner,sa3023002,694677.00
Didier Fuentes,ATL,1,0,0,4.02,10,0,0,1,,10,9,5,4,1,3,0,0,10,9.05,2.93,3.09,1.22,0.24,0.243,1.26,0.30,0.73,0.38,,4.00,0.06,0.03,727.6900024414062,53.300000000000004,5.33,52.00,5.20,8.41,6.11,4.85,3.98,3.31,2.75,2.26,1.80,1.30,5.10,4.80,4.59,4.42,4.27,4.12,3.97,3.80,3.58,Didier Fuentes,30661.00,800311.00
Tate Kuehner,MIL,0,0,0,3.98,10,0,0,1,,10,9,5,4,1,4,0,0,9,8.36,4.02,2.08,1.04,0.21,0.244,1.38,0.29,0.74,0.45,,4.27,0.01,0.02,999.00,48.300000000000004,4.83,47.00,4.70,8.42,6.12,4.86,3.99,3.32,2.77,2.27,1.80,1.31,5.07,4.79,4.59,4.43,4.29,4.15,4.00,3.84,3.63,Tate Kuehner,sa3023099,804249.00
Peyton Alford,SEA,0,1,0,4.17,10,0,0,1,,10,9,5,5,1,4,0,0,9,8.38,3.95,2.12,1.28,0.21,0.239,1.36,0.28,0.74,0.36,,4.56,-0.05,-0.03,999.00,48.300000000000004,4.83,47.00,4.70,8.67,6.33,5.04,4.16,3.47,2.89,2.38,1.90,1.39,5.29,4.98,4.77,4.59,4.43,4.28,4.13,3.95,3.72,Peyton Alford,sa3016843,688230.00
Trent Sellers,NYY,0,0,0,4.23,10,0,0,1,,10,9,5,5,1,4,0,0,9,8.52,3.91,2.18,1.24,0.22,0.243,1.37,0.29,0.73,0.41,,4.46,0.00,0.00,999.00,48.300000000000004,4.83,47.00,4.70,8.79,6.44,5.14,4.24,3.55,2.96,2.45,1.95,1.43,5.35,5.05,4.84,4.67,4.52,4.37,4.22,4.04,3.81,Trent Sellers,sa3023454,815587.00
Will Johnston,ATH,1,0,0,4.05,10,0,0,1,,10,9,5,5,1,5,0,0,10,8.70,4.12,2.11,1.11,0.22,0.242,1.39,0.29,0.74,0.42,,4.28,0.03,0.03,999.00,47.300000000000004,4.73,46.00,4.60,8.51,6.20,4.93,4.05,3.37,2.81,2.31,1.84,1.34,5.17,4.87,4.66,4.49,4.34,4.19,4.04,3.87,3.64,Will Johnston,sa3022940,690658.00
Félix Bautista,BAL,1,0,0,3.03,10,0,0,1,,10,7,4,3,1,4,0,0,14,12.68,3.91,3.25,0.87,0.34,0.197,1.16,0.29,0.77,0.40,,2.98,0.18,0.11,746.6900024414062,63.50,6.35,57.00,5.70,6.71,4.70,3.63,2.91,2.37,1.93,1.55,1.20,0.84,3.99,3.72,3.54,3.39,3.26,3.13,3.00,2.85,2.66,Felix Bautista,20666.00,642585.00
Dax Fulton,MIA,0,1,0,4.01,10,0,0,1,,10,10,5,4,1,4,0,0,9,7.98,4.04,1.97,0.98,0.20,0.249,1.41,0.30,0.74,0.47,,4.26,0.01,0.03,999.00,45.70,4.57,47.00,4.70,8.49,6.17,4.91,4.03,3.36,2.80,2.30,1.83,1.33,5.15,4.85,4.64,4.47,4.32,4.18,4.02,3.85,3.63,Dax Fulton,sa3014535,690978.00
Will Sanders,CHC,0,0,0,4.10,10,0,0,1,,10,10,5,5,1,3,0,1,9,7.89,2.97,2.66,1.18,0.21,0.250,1.30,0.29,0.72,0.42,,4.23,0.01,0.02,999.00,45.70,4.57,47.00,4.70,8.58,6.26,4.98,4.10,3.42,2.85,2.35,1.87,1.36,5.16,4.88,4.69,4.53,4.39,4.25,4.11,3.95,3.73,Will Sanders,sa3023508,691739.00
Winston Santos,TEX,0,0,0,4.05,10,0,0,1,,10,10,5,5,1,3,0,1,9,8.43,2.87,2.93,1.21,0.22,0.246,1.27,0.29,0.73,0.40,,4.13,0.04,0.01,999.00,45.70,4.57,47.00,4.70,8.48,6.17,4.90,4.03,3.35,2.79,2.29,1.82,1.33,5.14,4.84,4.64,4.47,4.32,4.17,4.02,3.85,3.63,Winston Santos,sa3015952,692437.00
